ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad
1183,Chaco,Soja,"466,4",67,Medio,"391,2",124134,320,125184,11,Sí,"-3,6","69,4"
1184,Buenos Aires,Lecheria,"237,9",45,Bajo,"178,1",46875,406,72308,2,Sí,"58,8","52,4"
1185,Córdoba,Fruticultura,"238,6",55,Medio,"240,2",63803,616,147963,7,Sí,"134,7",57
1186,Entre Ríos,Fruticultura,"225,8",43,Medio,"397,5",135798,467,185632,13,No,"41,4","38,4"
1187,Salta,Fruticultura,"191,2",57,Bajo,"145,1",44325,465,67471,5,No,"48,4",56
1188,Mendoza,Ganaderia,"48,5",63,Medio,"61,7",22840,565,34860,0,No,"51,6","39,5"
1189,La Pampa,Ganaderia,"154,8",58,Alto,"280,9",71261,539,151405,6,No,"107,6","83,9"
1190,Entre Ríos,Maiz,"304,4",38,Bajo,"385,2",47982,540,208008,2,No,330,"63,2"
1191,Entre Ríos,Fruticultura,"238,6",43,Bajo,"278,4",47671,547,152284,0,Sí,"220,6","65,6"
1192,Salta,Ganaderia,"155,6",38,Medio,235,88410,517,121495,2,Sí,"33,4","59,7"
1193,Santa Fe,Ganaderia,"248,2",31,Bajo,"246,1",32484,706,173746,7,No,"431,1",67
1194,Santa Fe,Soja,"270,4",67,Medio,"257,8",49736,749,193092,8,No,"287,3","60,4"
1195,La Pampa,Lecheria,"176,9",57,Alto,"381,6",58843,312,119059,5,Sí,"104,6","75,8"
1196,Entre Ríos,Lecheria,"369,5",37,Alto,"432,6",146772,782,338293,8,Sí,"128,3","76,2"
1197,Chaco,Ganaderia,"318,4",30,Medio,"501,3",75985,515,258169,6,Sí,"240,1","50,9"
1198,Santa Fe,Fruticultura,"250,8",51,Medio,"347,8",100895,570,198246,4,Sí,"99,4","70,7"
1199,Mendoza,Soja,"87,4",80,Bajo,"61,7",15166,250,15425,0,No,"4,4","63,3"
1200,Córdoba,Maiz,"373,4",36,Bajo,"320,6",59141,377,120866,5,No,107,"74,8"
1201,Santa Fe,Soja,"289,1",32,Medio,414,102488,561,232254,7,Sí,"126,7",68
1202,Santa Fe,Ganaderia,106,36,Medio,"93,3",34620,456,42544,4,Sí,"24,6","59,6"
1203,Santa Fe,Ganaderia,"106,9",40,Bajo,"105,6",38328,374,39494,1,No,"0,8","51,7"
1204,La Pampa,Soja,"380,3",30,Alto,,116212,712,528731,7,No,"358,2",62
1205,Chaco,Soja,"198,2",57,Alto,"470,7",79238,266,125206,6,No,"53,1","68,1"
1206,Santa Fe,Lecheria,"137,9",48,Alto,"159,7",62097,639,102048,0,No,"64,6","77,2"
1207,Buenos Aires,Soja,"345,1",35,Medio,"640,9",126322,315,201883,9,Sí,"58,2","87,3"
1208,Córdoba,Fruticultura,"200,7",70,Medio,"231,8",52890,400,92720,2,Sí,"75,3","81,9"
1209,La Pampa,Trigo,"131,4",38,Alto,"215,7",67062,766,165226,0,No,"150,1","70,2"
1210,Córdoba,Soja,"172,9",33,Medio,"225,8",36786,687,155124,5,No,"324,7","45,8"
1211,Entre Ríos,Maiz,5,49,Alto,"10,5",1953,715,7507,0,No,"280,7","47,1"
1212,Salta,Trigo,"244,5",45,Alto,"400,7",127661,509,203956,2,Sí,"64,7",64
1213,Córdoba,Soja,297,40,Medio,"275,5",72054,506,139403,9,Sí,"89,2",83
1214,Buenos Aires,Trigo,"198,1",23,Alto,"268,9",48398,378,101644,2,No,111,"73,7"
1215,Córdoba,Ganaderia,"147,8",72,Alto,"191,2",51549,418,79921,1,Sí,"56,3","66,4"
1216,La Pampa,Trigo,5,36,Medio,10,1359,730,7300,0,No,"435,1","37,9"
1217,Santa Fe,Fruticultura,"187,9",29,Bajo,"120,1",21716,315,37831,3,No,"73,8","54,3"
1218,Buenos Aires,Lecheria,"185,1",32,Medio,"302,5",91816,320,96800,11,No,5,"45,5"
1219,Santa Fe,Soja,"145,9",66,Medio,"256,9",58197,634,162874,4,No,"183,5","41,3"
1220,La Pampa,Ganaderia,5,51,Alto,10,2089,273,2730,3,No,"35,5","58,3"
1221,Buenos Aires,Lecheria,"87,3",52,Alto,"189,4",65903,376,71214,3,Sí,"7,4","74,6"
1222,Córdoba,Soja,"187,5",47,Alto,"325,6",58488,440,143264,5,Sí,"144,2","62,1"
1223,Salta,Soja,"258,3",49,Medio,"290,7",88846,346,100582,3,No,14,"68,2"
1224,Salta,Trigo,"41,8",37,Medio,"44,1",13074,724,31928,0,Sí,"143,7","88,8"
1225,Córdoba,Lecheria,"136,7",43,Alto,289,-10000,491,141899,0,No,"289,5","55,4"
1226,Santa Fe,Trigo,388,20,Bajo,"572,6",108740,430,246218,11,No,"129,7","54,8"
1227,Córdoba,Soja,"279,3",43,Alto,"471,1",145242,524,246856,6,Sí,"69,6",76
1228,Entre Ríos,Soja,"202,4",58,Medio,169,63595,724,122356,7,No,"87,5","48,4"
1229,Chaco,Maiz,"112,3",60,Bajo,109,18722,463,50467,0,Sí,"172,2","83,4"
1230,Salta,Soja,"281,3",52,Bajo,"406,8",79118,627,255063,13,No,"219,7","35,2"
1231,Mendoza,Maiz,"66,1",51,Bajo,"63,9",17473,430,27477,0,Sí,"56,1","53,4"
1232,Córdoba,Maiz,"266,8",46,Bajo,399,80083,264,105336,5,Sí,"28,6","58,3"
1233,Córdoba,Lecheria,"353,1",66,Bajo,,48892,315,80293,9,Sí,"64,7","77,3"
1234,Chaco,Maiz,"89,6",64,Bajo,"54,9",21584,401,22014,1,Sí,"5,2","69,3"
1235,La Pampa,Ganaderia,"366,4",37,Bajo,515,124431,548,282220,3,No,"123,7","36,8"
1236,Mendoza,Maiz,"321,5",44,Alto,404,91379,723,292092,10,No,"216,4","59,7"
1237,Chaco,Maiz,"134,7",55,Medio,"153,6",56057,797,122419,4,Sí,"115,9","79,7"
1238,Buenos Aires,Maiz,"264,1",39,Medio,"344,7",52397,782,269555,7,Sí,413,89
1239,Santa Fe,Maiz,"77,8",46,Medio,"143,9",21770,412,59286,1,No,"177,3","48,7"
1240,Chaco,Lecheria,"54,7",62,Medio,"63,9",14705,448,28627,3,No,"93,1","54,9"
1241,Salta,Maiz,"227,2",50,Alto,381,71408,447,170307,5,No,"143,1","82,5"
1242,Mendoza,Soja,98,50,Bajo,"72,2",29017,502,36244,1,No,"26,1","66,4"
1243,Córdoba,Lecheria,"144,3",52,Alto,"299,9",58576,268,80373,8,No,"41,2","80,1"
1244,Salta,Trigo,5,49,Alto,10,2248,338,3380,0,Sí,"50,2","79,5"
1245,Salta,Maiz,"177,9",47,Bajo,"233,4",35668,552,128836,6,Sí,257,"50,2"
1246,Buenos Aires,Soja,"435,8",38,Medio,"753,1",-10000,737,555034,10,Sí,"406,4","71,1"
1247,Entre Ríos,Maiz,"197,9",33,Medio,"216,2",78465,660,142692,3,No,"80,9","37,4"
1248,Mendoza,Soja,"378,6",36,Bajo,"387,5",68074,347,134462,5,No,"98,5","69,6"
1249,Mendoza,Ganaderia,"329,7",52,Medio,"273,5",71140,624,170664,6,Sí,"140,2","65,7"
1250,Entre Ríos,Fruticultura,"23,9",43,Medio,46,17377,667,30682,0,Sí,"79,5","54,3"
1251,Entre Ríos,Soja,"223,7",56,Bajo,"242,8",50875,255,61914,4,Sí,"19,4","64,5"
1252,Mendoza,Fruticultura,"770,8",63,Medio,"1116,6",184777,382,426541,22,No,"130,4","69,2"
1253,Mendoza,Trigo,"372,5",73,Alto,"755,6",118870,417,315085,7,No,"161,7","64,9"
1254,Entre Ríos,Lecheria,"208,1",57,Bajo,,38121,295,65608,1,No,"70,9","45,8"
1255,Chaco,Soja,"383,8",27,Medio,"679,5",115998,456,309852,8,Sí,170,"54,2"
1256,Córdoba,Fruticultura,"162,7",54,Medio,"180,9",63087,704,127353,4,Sí,"103,5","70,1"
1257,Chaco,Soja,"106,5",72,Medio,"122,5",40990,654,80115,0,No,"97,3","71,9"
1258,Entre Ríos,Fruticultura,"253,6",43,Medio,"245,6",77864,641,157429,7,Sí,"98,1","87,3"
1259,Salta,Soja,"291,9",46,Medio,"406,4",167603,510,207264,6,No,"26,9",69
1260,Santa Fe,Lecheria,"283,5",56,Bajo,"421,5",102593,520,219180,8,No,"109,4","52,9"
1261,Córdoba,Soja,141,47,Medio,"254,5",101590,441,112234,5,No,"9,8","50,9"
1262,Córdoba,Fruticultura,"23,8",47,Medio,"37,1",5509,754,27973,0,No,"406,5","67,3"
1263,Entre Ríos,Fruticultura,"189,1",43,Bajo,"113,6",46779,381,43281,4,Sí,"-7,4","76,2"
1264,Entre Ríos,Trigo,"225,2",58,Medio,"355,5",92031,381,135445,0,Sí,"48,7","83,6"
1265,Santa Fe,Trigo,"39,1",35,Medio,"75,1",17563,265,19901,0,No,"8,5","56,6"
1266,Entre Ríos,Ganaderia,65,57,Alto,"155,7",51592,475,73957,5,Si,"40,7","94,1"
1267,Chaco,Ganaderia,"149,1",26,Medio,"175,1",28736,256,44825,2,Sí,"52,2","73,9"
1268,Entre Ríos,ganaderia,"280,2",39,Alto,"513,6",214544,583,299428,10,No,"42,8",71
1269,Santa Fe,Fruticultura,"390,6",51,Bajo,"241,4",40080,775,187085,9,No,"371,6","64,1"
1270,Santa Fe,Ganaderia,"60,5",38,Bajo,"68,6",18583,528,36220,0,No,"93,7","37,9"
1271,Santa Fe,Trigo,"263,7",29,Medio,457,160988,530,242210,10,No,"47,8","61,4"
1272,Mendoza,Fruticultura,5,33,Alto,10,3203,610,6100,0,No,"88,1","73,6"
1273,Santa Fe,Trigo,"105,3",60,Medio,100,20430,535,53500,5,No,"164,7","64,7"
1274,Santa Fe,Trigo,"304,7",22,Alto,"601,2",169916,423,254307,10,Sí,"44,9","86,8"
1275,La Pampa,Lecheria,"269,6",110,Alto,"613,8",216541,346,212374,7,No,"0,3","45,5"
1276,Santa Fe,Lecheria,"192,4",51,Medio,"242,6",61779,272,65987,4,Sí,"2,8","86,6"
1277,Buenos Aires,Lecheria,"124,5",35,Bajo,"109,4",15153,755,82597,3,Sí,"441,9",67
1278,Buenos Aires,Fruticultura,115,25,Medio,"164,5",35920,751,123539,0,No,"247,7","57,2"
1279,Mendoza,Trigo,333,45,Medio,"333,1",99482,632,210519,6,Sí,"107,7","89,9"
1280,Entre Ríos,Fruticultura,"191,7",56,Medio,"354,3",144567,332,117627,7,No,"-15,4","63,7"
1281,Buenos Aires,Ganaderia,"260,4",57,Bajo,"210,9",71904,729,153746,8,No,"109,8","69,3"
1282,Buenos Aires,Ganaderia,"366,4",56,Medio,50,132665,719,5000000,6,Sí,300,"89,8"
1283,Córdoba,Soja,"125,7",63,Bajo,"167,5",22105,469,78557,2,No,"252,1","35,6"
1284,Santa Fe,Trigo,"257,7",23,Medio,"445,6",94527,612,272707,8,No,"185,3","43,4"
1285,Buenos Aires,Soja,"184,4",43,Alto,"211,2",82703,614,129676,9,Sí,"56,2","72,4"
1286,Salta,Trigo,"69,1",33,Medio,"54,2",14313,306,16585,8,No,"20,6","50,5"
1287,La Pampa,Ganaderia,"109,6",48,Medio,"148,6",18453,335,49781,2,No,"165,2","51,6"
1288,Chaco,Fruticultura,"180,5",59,Bajo,"202,3",84476,470,95081,3,Sí,"15,9","82,6"
1289,Córdoba,Lecheria,"506,1",33,Medio,"419,2",81669,422,176902,13,No,"113,7","40,9"
1290,Salta,Trigo,"218,9",51,Alto,"443,6",89124,379,168124,5,No,86,"48,6"
1291,Entre Ríos,Maiz,"63,6",57,Bajo,"42,8",13614,761,32570,1,Sí,"136,6","79,6"
1292,Salta,Trigo,"317,1",55,Medio,464,88459,566,262624,7,Sí,"200,2",58
1293,Santa Fe,Maiz,"216,9",52,Medio,"290,9",41935,536,155922,9,No,"276,8","47,6"
1294,Entre Ríos,Ganaderia,0,32,Alto,"616,6",110789,335,206561,0,No,"83,2","83,6"
1295,Mendoza,Trigo,"339,3",60,Alto,"858,1",220489,348,298618,10,No,"31,1","77,4"
1296,La Pampa,Soja,"167,3",35,Bajo,"101,8",18767,528,53750,4,sí,189,"50,5"
1297,Salta,Ganaderia,"108,1",41,Bajo,"84,7",16674,762,64541,0,Sí,285,"84,4"
1298,Entre Ríos,Soja,"264,9",28,Medio,"337,8",84226,313,105731,10,No,"29,1","70,9"
1299,Chaco,Maiz,5,47,Bajo,10,1642,677,6770,0,Sí,"316,7","74,6"
1300,Buenos Aires,Trigo,"342,6",59,Medio,"354,1",99359,281,99502,10,No,"4,5","45,3"
1301,Salta,Lecheria,"332,9",53,Alto,,156579,610,421327,10,Sí,"166,1","98,2"
1302,Buenos Aires,Lecheria,"337,7",27,Medio,"380,1",106672,632,240223,7,Sí,"122,9","63,7"
1303,Córdoba,Fruticultura,"317,1",47,Medio,"605,3",206946,675,408577,5,Sí,"93,6","75,2"
1304,Santa Fe,Ganaderia,"25,4",49,Medio,"32,7",5697,402,13145,0,No,"135,3","45,1"
1305,Córdoba,Fruticultura,"336,3",69,Medio,"439,5",104425,685,301057,7,No,-80,"73,5"
1306,La Pampa,Lecheria,"348,2",32,Alto,"409,4",94995,514,210431,3,No,"116,9","65,9"
1307,Santa Fe,Soja,"87,1",69,Medio,"165,7",55259,399,66114,2,No,"22,3",53
1308,Chaco,Lecheria,"191,6",38,Alto,"456,7",114870,470,214649,4,Sí,"83,1","95,9"
1309,La Pampa,Fruticultura,"243,4",58,Bajo,"192,3",36840,270,51921,4,No,"44,1","58,2"
1310,Buenos Aires,Ganaderia,"426,2",28,Medio,"563,7",148628,548,308907,9,Sí,"112,1","71,7"
1311,Mendoza,Fruticultura,5,42,Medio,10,3361,294,2940,3,No,"-9,4","44,4"
1312,Entre Ríos,Maiz,"252,6",55,Medio,"217,2",86996,655,142266,7,No,"67,6","68,1"
1313,Santa Fe,Soja,98,51,Medio,"153,7",45850,376,57791,7,No,"27,2","45,5"
1314,La Pampa,Lecheria,"283,4",38,Medio,"405,3",125478,310,125643,6,No,"3,6",73
1315,Buenos Aires,Ganaderia,"179,7",34,Medio,"177,1",60946,731,129460,6,Sí,"112,5","54,4"
1316,Buenos Aires,Trigo,"227,1",55,Medio,"440,2",109900,674,296694,5,Sí,"167,1","71,2"
1317,Santa Fe,Fruticultura,"332,1",75,Alto,"418,7",146631,537,224841,9,No,"58,1","59,3"
1318,Salta,Soja,"220,6",47,Medio,"390,1",54838,526,205192,6,No,"277,1","35,8"
1319,Mendoza,Trigo,"148,3",59,Alto,"335,3",96588,752,252145,3,Sí,157,"96,7"
1320,Entre Ríos,Fruticultura,"177,6",52,Alto,"194,8",42923,305,59414,3,Sí,"39,3","95,6"
1321,Santa Fe,Ganaderia,"397,5",63,Medio,"575,1",230804,724,416372,10,Sí,"78,7","66,2"
1322,Santa Fe,Trigo,276,55,Alto,"328,9",43171,692,227598,6,No,"426,3","81,7"
1323,Mendoza,Fruticultura,"87,3",66,Bajo,"64,3",13308,539,34657,0,Sí,"162,6","75,8"
1324,Santa Fe,SOJA,"148,9",32,Medio,"238,1",36338,677,161193,0,Sí,343,"69,2"
1325,Santa Fe,Fruticultura,5,20,Bajo,10,2164,784,7840,0,Sí,"264,2","79,6"
1326,Salta,Maiz,254,54,Alto,"331,6",91924,565,187354,6,Sí,"101,3","75,5"
1327,Córdoba,Ganaderia,"288,6",47,Alto,"681,9",199628,367,250257,6,Sí,23,"71,2"
1328,Salta,Trigo,"147,8",49,Medio,"271,4",47220,320,86848,4,No,"84,9","71,1"
1329,Entre Ríos,Soja,"92,4",43,Alto,"129,7",15852,499,64720,1,Sí,"305,4","95,1"
1330,Chaco,Soja,"453,8",44,Bajo,"665,6",127395,576,383385,9,No,"203,9","68,3"
1331,Córdoba,Trigo,"116,6",57,Bajo,"128,3",30028,422,54142,3,No,"80,4","48,2"
1332,Buenos Aires,Trigo,"272,4",51,Alto,"687,6",107213,311,213843,6,No,"97,3","70,4"
1333,Mendoza,Soja,"291,2",42,Bajo,"266,8",83387,632,168617,5,Sí,"104,8",59
1334,Buenos Aires,Soja,"170,3",40,Medio,"142,8",44457,628,89678,4,Sí,"102,3","85,3"
1335,Chaco,Soja,"284,2",55,Bajo,"317,2",114972,789,250270,7,Sí,"119,8","81,4"
1336,Chaco,Ganaderia,"367,6",43,Alto,"680,6",130997,694,472336,5,Sí,"265,5","89,7"
1337,Entre Ríos,Fruticultura,"318,6",110,Alto,"327,4",133439,251,82177,11,Sí,"-33,7","67,8"
1338,Chaco,Ganaderia,"140,2",50,Medio,"171,4",47062,661,113295,7,No,142,"39,8"
1339,Salta,Fruticultura,"240,9",54,Bajo,"350,3",90035,286,100185,9,No,11,"54,7"
1340,Buenos Aires,Lecheria,"222,3",40,Medio,"347,4",111495,527,183079,7,No,"61,4","66,9"
1341,Buenos Aires,Maiz,173,47,Medio,50,70144,646,5000000,3,Sí,300,"77,8"
1342,La Pampa,Ganaderia,"183,6",34,Bajo,"251,1",61995,344,86378,5,No,35,"38,8"
1343,Entre Ríos,Maiz,"67,2",58,Medio,"83,9",32894,322,27015,2,Sí,"-21,4",90
1344,La Pampa,Lecheria,"224,5",33,Alto,"566,6",214978,793,449313,10,No,"109,8","54,7"
1345,La Pampa,Ganaderia,136,39,Bajo,"162,9",25285,790,128691,6,Sí,"406,4","80,4"
1346,Santa Fe,Fruticultura,"165,6",50,Alto,416,56585,614,255424,0,no,"347,5","76,4"
1347,La Pampa,Maiz,"231,8",47,Medio,208,31758,312,64896,5,No,"105,7","63,4"
1348,Salta,Maiz,"325,5",59,Alto,,228466,440,271744,13,No,"20,9","78,9"
1349,Mendoza,Fruticultura,"484,1",44,Medio,"496,8",93197,348,172886,11,No,"89,8","48,3"
1350,Entre Ríos,Fruticultura,"176,7",45,Bajo,"172,3",55950,546,94075,4,No,"71,5",35
1351,Chaco,Trigo,236,50,Medio,"232,8",52616,488,113606,4,No,"119,4","44,8"
1352,Chaco,Soja,"285,5",65,Medio,"238,2",40611,495,117909,7,Sí,"194,8",59
1353,Salta,Maiz,"407,9",48,Alto,"806,5",50000000,547,441155,6,Sí,"63,6","90,8"
1354,Córdoba,Soja,"284,1",69,Alto,"552,2",196585,694,383226,4,Sí,"94,5","73,7"
1355,La Pampa,Lecheria,144,39,Medio,"120,6",37358,285,34371,3,No,"-8,2","56,9"
1356,Córdoba,Trigo,"172,5",26,Alto,"205,1",61805,334,68503,5,No,"8,9","45,8"
1357,Salta,Trigo,"224,9",18,Medio,431,148545,470,202570,6,Sí,33,"75,3"
1358,Córdoba,Ganaderia,"232,1",34,Alto,"493,5",190750,698,344463,4,No,"83,1","80,2"
1359,Chaco,Fruticultura,"174,6",48,Medio,"337,9",101610,546,184493,3,No,"81,7","67,6"
1360,Chaco,Maiz,"290,3",40,Bajo,"313,5",90948,446,139821,6,No,"53,9","70,7"
1361,Chaco,Trigo,"411,5",60,Medio,"449,8",138208,418,188016,9,No,"38,8",70
1362,Entre Ríos,Ganaderia,"130,8",60,Medio,,25383,384,67468,0,Sí,"165,1",69
1363,Buenos Aires,Fruticultura,133,46,Alto,"252,8",84400,340,85952,5,No,-2,"51,4"
1364,Mendoza,Trigo,"425,2",41,Medio,"332,7",46420,279,92823,4,No,"98,6","63,2"
1365,Mendoza,Soja,"191,1",40,Bajo,"207,8",62048,524,108887,2,Sí,"70,6","88,6"
1366,Entre Ríos,Maiz,426,39,Alto,"686,5",230639,799,548513,7,Sí,"139,1","67,5"
1367,Entre Ríos,Lecheria,"152,7",53,Bajo,"192,8",73631,486,93700,0,Sí,"26,5","86,1"
1368,Salta,Trigo,"327,6",43,Alto,"602,8",189630,275,165770,2,Sí,-9,96
1369,Entre Ríos,Fruticultura,"257,9",54,Medio,"226,5",45917,456,103284,6,No,"123,9","43,8"
1370,Santa Fe,Lecheria,"503,3",53,Medio,"837,4",214161,580,485692,13,No,128,"71,6"
1371,Buenos Aires,Soja,"117,1",33,Medio,"193,3",33093,658,127191,3,No,450,"65,8"
1372,Salta,Trigo,"197,6",41,Alto,"433,2",105349,546,236527,4,No,"119,6","52,9"
1373,Santa Fe,Ganaderia,"254,3",51,Medio,50,106330,638,5000000,8,No,300,"47,6"
1374,Chaco,Lecheria,"219,8",40,Alto,"505,9",99347,329,166441,4,Sí,"67,9","85,9"
1375,Salta,Trigo,5,50,Alto,"12,3",3026,637,7835,1,No,"156,5","53,3"
1376,Entre Ríos,Maiz,"259,2",32,Alto,"279,3",95818,520,145236,5,Sí,"46,6","95,8"
1377,Santa Fe,Ganaderia,"84,6",49,Medio,"118,9",15496,454,53980,0,No,"247,6","74,5"
1378,Córdoba,Maiz,"229,5",48,Alto,"409,7",133137,418,171254,7,No,"31,4",61
1379,Entre Ríos,Soja,"294,7",37,Medio,"521,8",136621,285,148713,9,No,"13,8","71,1"
1380,Chaco,Maiz,"384,2",40,Bajo,"458,1",92532,421,192860,9,No,"111,9","61,3"
1381,Santa Fe,Soja,"108,2",44,Alto,,48436,650,96265,0,Sí,450,"99,5"
1382,Chaco,Fruticultura,"267,1",61,Medio,"509,5",126537,303,154378,7,No,"26,4","52,2"
1383,Chaco,Fruticultura,"306,6",46,Alto,396,159026,306,121176,4,Sí,"-24,6","85,5"
1384,La Pampa,Soja,"71,4",34,Bajo,"73,6",26515,619,45558,0,Sí,"66,9","82,5"
1385,Entre Ríos,Fruticultura,"268,7",47,Bajo,"162,6",54757,511,83088,5,No,"55,9","48,7"
1386,Mendoza,Soja,"535,9",64,Medio,807,247352,684,551988,10,Sí,"121,3","83,1"
1387,Entre Ríos,Trigo,"164,3",44,Bajo,"236,4",59237,431,101888,9,No,"75,2","47,1"
1388,Buenos Aires,Ganaderia,423,50,Alto,"678,2",281142,307,208207,10,No,"-29,5","79,8"
1389,Córdoba,Soja,"176,1",60,Alto,"448,7",124122,745,334281,4,No,"173,8","48,3"
1390,La Pampa,Maiz,"391,4",44,Alto,"441,1",-10000,363,160119,9,Sí,"32,6",73
1391,Santa Fe,Fruticultura,"212,4",49,Alto,"344,4",134563,554,190797,5,Sí,"42,5",93
1392,Santa Fe,Trigo,"106,1",42,Medio,"136,7",28349,684,93502,2,Sí,225,"50,1"
1393,Chaco,Soja,"358,8",74,Bajo,"449,1",176810,656,294609,11,No,"62,8","65,3"
1394,Santa Fe,Maiz,350,56,Alto,"401,7",57942,264,106048,8,No,"81,4","82,4"
1395,Mendoza,Maiz,"38,1",37,Bajo,"24,8",9898,279,6919,0,No,"-33,4","41,5"
1396,Chaco,Fruticultura,"222,2",57,Bajo,209,60937,602,125818,0,No,"105,9","56,2"
1397,Córdoba,Maiz,"261,4",26,Alto,"389,6",95165,552,215059,5,Sí,"124,7","94,9"
1398,Entre Ríos,Maiz,"274,1",78,Alto,"489,5",83176,634,310343,4,Sí,"271,3","81,5"
1399,Santa Fe,Lecheria,"209,5",34,Alto,"215,1",46517,793,170574,10,No,"268,4","82,4"
1400,Córdoba,Soja,"181,9",56,Medio,"161,6",48914,606,97929,1,Sí,"95,2","69,5"
1401,Salta,Lecheria,"229,4",44,Bajo,248,85108,414,102672,5,No,"20,6","55,5"
1402,La Pampa,Ganaderia,"212,8",51,Bajo,"269,3",32585,698,187971,6,No,"481,2","43,2"
1403,Buenos Aires,Fruticultura,418,62,Bajo,"554,5",167345,268,148606,12,Sí,"-6,3","53,5"
1404,Entre Ríos,Lecheria,"156,5",47,Medio,"228,9",75470,533,122003,8,Sí,"56,7","84,8"
1405,Córdoba,Maiz,"113,1",52,Bajo,"163,9",38459,307,50317,3,No,"26,8","64,3"
1406,Santa Fe,Lecheria,"182,9",41,Bajo,"184,1",67025,352,64803,8,No,"-2,4","69,8"
1407,Chaco,Maiz ,"307,4",54,Medio,,140907,540,211194,5,Sí,53,"54,7"
1408,La Pampa,Trigo,"322,9",62,Medio,"524,8",134023,742,389401,8,No,"188,5","71,6"
1409,Mendoza,Ganaderia,5,54,Alto,10,3509,761,7610,0,Sí,"112,7","77,1"
1410,Entre Ríos,Ganaderia,"245,6",34,Bajo,"168,7",65405,641,108136,9,No,"64,4","44,3"
1411,Santa Fe,Lecheria,60,35,Bajo,"41,9",14157,688,28827,1,Sí,"102,5","76,8"
1412,Mendoza,ganaderia,"71,5",41,Medio,"74,4",9910,738,54907,1,Sí,"451,6","50,8"
1413,Salta,Maiz,"221,6",40,Bajo,"279,9",78815,266,74453,11,No,"-1,6","63,7"
1414,Buenos Aires,Trigo,49,49,Alto,"64,1",26141,547,35062,0,No,30,60
1415,Buenos Aires,Soja,"264,5",42,Alto,"388,1",150241,792,307375,11,No,"107,9","80,7"
1416,Entre Ríos,Ganaderia,64,57,Medio,"103,9",15585,343,35637,0,Sí,"125,6",62
1417,Salta,Trigo,"250,9",55,Medio,,82600,479,195479,11,No,138,"52,7"
1418,Buenos Aires,Soja,"155,7",50,Medio,"261,1",109616,271,70758,3,Sí,-31,59
1419,Mendoza,Maiz,5,62,Alto,"12,4",4924,597,7402,0,Sí,"53,1","73,9"
1420,La Pampa,Maiz,"116,4",55,Medio,201,80473,477,95877,1,Sí,"20,9","69,2"
1421,Entre Ríos,Ganaderia,"375,1",50,Alto,"645,1",163004,534,344483,9,No,"109,3","80,1"
1422,Córdoba,Trigo,"296,2",53,Medio,"288,7",78935,396,114325,5,No,"40,1","59,5"
1423,Córdoba,Fruticultura,"26,1",41,Alto,"41,3",15585,528,21806,5,Sí,"38,8","70,9"
1424,Santa Fe,Maiz,"140,7",60,Alto,"263,3",55344,365,96104,7,No,"73,1","61,3"
1425,Buenos Aires,Lecheria,"254,4",44,Alto,"423,1",167691,647,273745,4,No,"62,5","53,8"
1426,La Pampa,Trigo,233,38,Medio,"366,3",102712,717,262637,9,Sí,"158,2","57,1"
1427,Chaco,Maiz,0,40,Alto,"326,1",48342,777,253379,9,No,"425,7",68
1428,Entre Ríos,Maiz,"316,4",50,Medio,601,221038,522,313722,13,Sí,"43,1","60,6"
1429,Chaco,Maiz,"98,1",48,Medio,"175,9",66524,436,76692,0,Sí,"14,1","89,1"
1430,Chaco,Fruticultura,"132,9",43,Medio,"108,7",24573,667,72502,4,No,"194,1","62,4"
1431,Santa Fe,Trigo,"147,9",59,Medio,"242,3",60964,600,145380,1,No,"133,5","46,8"
1432,Mendoza,Fruticultura,"30,5",48,Alto,"67,8",9722,626,42442,0,No,"335,4","58,8"
1433,Chaco,Maiz,"290,2",49,Alto,609,206287,737,448833,8,No,"122,1","54,2"
1434,Mendoza,Ganaderia,"164,7",54,Medio,"274,7",99522,571,156853,3,Sí,"62,3","69,6"
1435,Chaco,Ganaderia,"280,1",59,Medio,"459,5",128590,671,308324,4,No,"142,5","73,1"
1436,Córdoba,Maiz,246,49,Alto,"364,2",75228,548,199581,2,Sí,"168,4","97,5"
1437,Buenos Aires,Lecheria,"280,4",53,Bajo,"267,8",102909,594,159073,4,No,"57,1","49,6"
1438,Salta,Trigo,"225,1",64,Alto,"382,2",96292,494,188806,6,No,"96,6","52,3"
1439,Santa Fe,Fruticultura,"96,5",24,Medio,"157,4",47460,771,121355,3,no,"154,4",52
1440,Santa Fe,Ganaderia,"283,9",43,Medio,"278,7",90158,600,167220,6,Sí,"87,1","79,1"
1441,La Pampa,Maiz,"200,4",35,Bajo,"219,2",60305,681,149275,9,No,"146,2",65
1442,Santa Fe,Fruticultura,"92,3",70,Medio,"138,5",37603,403,55815,2,Sí,"50,6","81,4"
1443,Chaco,Trigo,"343,8",60,Medio,"282,7",98886,517,146155,13,No,"47,6","45,2"
1444,Salta,Trigo,"210,1",48,Medio,"239,7",58011,620,148614,4,No,"159,3","35,6"
1445,Mendoza,Fruticultura,"107,7",45,Medio,,25493,420,44142,2,no,"68,7","70,5"
